NEChampionship,necmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
5813,Morpheus,3,3.44,0.03,0.64,0.64,0.08,0.00,4.83,0.08,-1.00,-1.00,1.61,8.92,0.45,0.24,0.08,0.33,0.35,0.23,0.04,34.78,1.77,-1.00,-1.00,79.28,0.40,0.11,0.38,44.43,0.69,-1.00,-1.00,0.00,0.04,-0.00,-0.03,0.04,-0.08,1.09,-2.04,39.60,0.95,1.85,-1.00,-1.00,0.72,86.16,89.83,0.19,18.57,1530,,,,,
5846,Southcoast Corsairs,3,5.11,0.37,-0.07,0.04,0.05,0.00,3.15,0.05,-1.00,-1.00,1.05,8.30,-0.33,-0.55,-0.25,0.33,0.33,0.41,0.07,43.57,2.66,-1.00,-1.00,85.57,0.31,0.23,0.31,42.25,0.80,-1.00,-1.00,-0.00,0.07,0.32,0.06,-0.01,0.25,1.45,6.52,46.72,1.14,2.72,-1.00,-1.00,-0.21,100.38,107.27,0.38,37.92,1528,,,,,
6201,The Highlanders,3,4.97,0.07,-0.14,-0.12,0.58,0.00,34.92,0.58,-1.00,-1.00,11.64,39.76,0.30,0.40,0.17,0.33,0.38,0.31,0.00,17.87,1.46,-1.00,-1.00,57.24,0.32,0.25,0.21,39.20,0.78,-1.00,-1.00,0.01,0.00,0.12,0.30,-0.10,0.15,-1.91,5.24,52.78,1.03,2.04,-1.00,-1.00,0.04,102.24,102.89,0.43,70.82,1507,,,,,
6328,Mechanical Advantage,3,5.12,0.63,-0.32,-0.14,0.46,0.00,27.58,0.46,-1.00,-1.00,9.19,32.57,-1.34,2.54,0.61,0.33,0.33,0.39,-0.03,22.45,1.56,-1.00,-1.00,58.26,0.55,0.03,0.13,35.20,0.89,-1.00,-1.00,0.00,-0.03,0.28,0.18,-0.00,-0.06,1.37,-0.52,50.03,1.02,2.02,-1.00,-1.00,0.47,90.31,87.10,0.18,14.16,1471,,,,,
6329,The Bucks' Wrath,3,4.50,-0.23,0.52,0.45,0.27,0.00,16.38,0.27,-1.00,-1.00,5.46,21.33,1.07,-5.07,-1.69,0.33,0.35,0.31,0.16,34.77,2.58,-1.00,-1.00,75.52,0.37,0.19,0.29,42.45,0.82,-1.00,-1.00,-0.01,0.16,0.02,0.16,-0.20,0.10,-4.78,3.19,51.15,1.14,2.86,-1.00,-1.00,-1.25,100.04,115.61,0.30,17.80,1455,,,,,
6337,Maine Central Institute Robotics,3,5.42,0.08,0.11,0.14,0.31,0.00,18.69,0.31,-1.00,-1.00,6.23,24.25,0.26,-4.10,-1.39,0.35,0.35,0.33,-0.04,26.99,1.48,-1.00,-1.00,80.92,0.21,0.34,0.56,55.31,0.78,-1.00,-1.00,-0.07,-0.04,-0.05,0.02,-0.25,0.07,-6.59,1.90,45.69,0.99,1.79,-1.00,-1.00,-1.25,107.07,101.57,0.49,34.02,1463,,,,,
6731,Belmont Robotics,3,4.72,0.24,1.29,1.36,0.25,0.00,14.78,0.25,-1.00,-1.00,4.93,20.85,-0.29,-0.99,-0.37,0.33,0.33,0.37,-0.03,30.41,1.73,-1.00,-1.00,55.63,0.10,0.41,0.01,25.59,0.83,-1.00,-1.00,0.04,-0.03,-0.16,0.12,-0.10,0.45,-3.44,11.77,45.18,1.01,1.98,-1.00,-1.00,0.99,88.26,85.95,0.07,-2.46,1447,,,,,
6763,FUSION,3,4.46,-0.05,0.59,0.58,0.38,0.00,23.04,0.38,-1.00,-1.00,7.68,28.08,-0.62,3.07,0.93,0.33,0.36,0.70,-0.02,39.86,3.04,-1.00,-1.00,99.55,0.59,0.23,0.36,58.76,0.89,-1.00,-1.00,0.06,-0.02,-0.03,0.08,-0.22,0.18,-5.67,4.80,62.89,1.38,3.42,-1.00,-1.00,1.51,132.43,131.80,0.42,50.01,1567,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
