PNWChampionship,pncmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
5827,Code Purple,3,4.50,-0.05,0.34,0.34,-0.05,0.00,-2.88,-0.05,-1.00,-1.00,-0.96,1.97,-0.07,2.87,0.80,0.33,0.26,0.33,-0.06,36.47,1.53,-1.00,-1.00,97.09,0.25,0.41,0.54,59.81,0.93,-1.00,-1.00,0.00,-0.06,0.06,0.12,0.00,0.17,0.32,4.89,33.60,0.86,1.48,-1.00,-1.00,1.14,103.95,98.01,0.32,22.73,1495,,,,,
5920,VIKotics,3,4.38,0.00,1.55,1.55,0.40,0.00,23.70,0.40,-1.00,-1.00,7.90,29.63,0.21,-0.28,-0.09,0.33,0.34,-0.06,0.00,8.88,0.06,-1.00,-1.00,46.71,0.08,0.38,0.30,37.92,0.88,-1.00,-1.00,0.00,0.00,-0.02,0.13,-0.23,0.17,-5.89,4.84,32.58,0.62,0.46,-1.00,-1.00,1.46,81.18,81.18,-0.06,-15.37,1489,,,,,
5937,MI-Robotics,3,5.72,-0.00,-0.19,-0.19,0.12,0.00,7.08,0.12,-1.00,-1.00,2.36,12.61,0.04,-4.23,-1.43,0.33,0.35,0.39,0.03,38.93,2.27,-1.00,-1.00,83.21,0.24,0.35,0.32,45.71,0.90,-1.00,-1.00,-0.02,0.03,0.04,0.17,0.14,-0.05,3.66,-0.36,46.00,1.09,2.39,-1.00,-1.00,-1.62,95.46,97.63,0.15,23.82,1508,,,,,
5970,BeaverTronics,3,5.76,0.00,0.46,0.46,0.33,0.00,20.03,0.33,-1.00,-1.00,6.68,26.25,-0.18,1.30,0.44,0.33,0.33,0.57,-0.00,36.29,2.63,-1.00,-1.00,80.58,0.36,0.38,0.14,43.86,0.94,-1.00,-1.00,0.00,-0.00,0.58,0.07,0.34,0.02,11.47,0.78,56.32,1.24,2.96,-1.00,-1.00,0.90,107.61,107.47,0.28,39.54,1516,,,,,
5975,Beta Blues,3,5.32,0.00,-0.25,-0.25,0.03,0.00,2.00,0.03,-1.00,-1.00,0.67,7.07,-0.05,1.86,0.60,0.33,0.35,0.22,-0.00,34.53,1.51,-1.00,-1.00,54.12,0.22,0.13,0.03,18.99,0.55,-1.00,-1.00,0.00,-0.00,0.14,0.12,-0.15,0.32,-3.05,8.60,36.53,0.90,1.54,-1.00,-1.00,0.35,69.79,69.34,0.08,-14.14,1448,,,,,
6343,Steel Ridge Robotics,3,4.67,0.00,-0.18,-0.18,0.03,0.00,1.71,0.03,-1.00,-1.00,0.57,6.19,-0.13,-0.45,-0.16,0.33,0.36,0.54,-0.01,47.82,2.79,-1.00,-1.00,84.68,0.29,0.33,0.12,37.01,0.65,-1.00,-1.00,0.00,-0.01,0.01,-0.14,0.22,0.19,5.57,4.06,49.52,1.22,2.82,-1.00,-1.00,-0.34,94.92,93.80,0.28,30.66,1489,,,,,
6350,The Ratcheteers,3,4.23,-0.01,-0.19,-0.19,0.23,0.00,13.72,0.23,-1.00,-1.00,4.57,17.75,-0.12,5.55,1.78,0.33,0.25,0.08,-0.04,15.99,0.38,-1.00,-1.00,38.13,0.09,0.14,0.18,20.37,0.33,-1.00,-1.00,-0.01,-0.04,0.10,-0.14,0.42,0.19,11.02,4.02,29.70,0.63,0.60,-1.00,-1.00,1.58,59.90,56.11,-0.00,-36.00,1428,,,,,
6445,CTEC Robotics,3,1.97,0.00,-0.23,-0.23,0.14,0.00,8.21,0.14,-1.00,-1.00,2.74,9.94,0.12,0.68,0.25,0.34,0.36,-0.05,0.00,20.51,0.41,-1.00,-1.00,72.36,0.17,0.61,0.25,51.59,0.84,-1.00,-1.00,0.00,0.00,-0.04,0.22,0.12,0.05,2.92,2.25,28.72,0.65,0.54,-1.00,-1.00,0.02,84.55,84.92,0.29,15.53,1510,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
